tier,track,primary_track,paper_id,year,venue,title,overview_path,tags
REFERENCE,Curated reference,,pr-0534,2022,ICML,BLIP: Bootstrapping Language-Image Pre-training for Unified Vision-Language Understanding and Generation,./2022/ICML/2022_ICML_BLIP-Bootstrapping-Language-Image-Pre-training-for-Unified/01_overview.md,"Vision-Language Model, alignment, Generation"
REFERENCE,Curated reference,,pr-0529,2022,NeurIPS,Chain-of-Thought Prompting Elicits Reasoning in Large Language Models,./2022/NeurIPS/2022_NeurIPS_Chain-of-Thought-Prompting-Elicits-Reasoning-in-Large-Lang/01_overview.md,"LLM, reasoning, Chain-of-Thought"
REFERENCE,Curated reference,,pr-0516,2022,arXiv,Classifier-Free Diffusion Guidance,./2022/arxiv/2022_arxiv_Classifier-Free-Diffusion-Guidance/01_overview.md,"Diffusion, guidance, Generation"
REFERENCE,Curated reference,"Manipulation, contact, tactile, and dexterity",pr-0742,2022,RSS,DextAIRity: Deformable Manipulation Can be a Breeze,./2022/RSS/2022_RSS_DextAIRity-Deformable-Manipulation-Can-be-a-Breeze/01_overview.md,"Robotics, deformable object, cloth manipulation, air flow, dexterous manipulation, real-world control"
REFERENCE,Curated reference,VLA and generalist robot policies,pr-0020,2022,CoRL,"Do As I Can, Not As I Say: Grounding Language in Robotic Affordances",./2022/CoRL/2022_CoRL_Do-As-I-Can-Not-As-I-Say-Grounding-Language-in-Robotic-Aff/01_overview.md,"LLM, affordance, Planning, Robotics"
REFERENCE,Curated reference,"World models, safety, uncertainty, and recovery",pr-0707,2022,RSS,Failure Prediction with Statistical Guarantees for Vision-Based Robot Control,./2022/RSS/2022_RSS_Failure-Prediction-with-Statistical-Guarantees-for-Vision/01_overview.md,"Robotics, failure prediction, vision-based control, statistical guarantees, safe deployment"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0947,2022,T-RO,FAST-LIO2: Fast Direct LiDAR-inertial Odometry,./2022/T-RO/2022_T-RO_FAST-LIO2-Fast-Direct-LiDAR-inertial-Odometry/01_overview.md,"Robotics, state estimation, LiDAR-inertial odometry, SLAM, direct registration, real-time"
REFERENCE,Curated reference,,pr-0486,2022,NeurIPS,Flamingo: a Visual Language Model for Few-Shot Learning,./2022/NeurIPS/2022_NeurIPS_Flamingo-a-Visual-Language-Model-for-Few-Shot-Learning/01_overview.md,"Vision-Language Model, few-shot, alignment"
REFERENCE,Curated reference,"Manipulation, contact, tactile, and dexterity",pr-0739,2022,ICRA,FlingBot: The Unreasonable Effectiveness of Dynamic Manipulation for Cloth Unfolding,./2022/ICRA/2022_ICRA_FlingBot-The-Unreasonable-Effectiveness-of-Dynamic-Manipul/01_overview.md,"Robotics, deformable object, cloth manipulation, dynamic manipulation, vision-based control"
REFERENCE,Curated reference,,pr-0009,2022,CVPR,High-Resolution Image Synthesis with Latent Diffusion Models,./2022/CVPR/2022_CVPR_High-Resolution-Image-Synthesis-with-Latent-Diffusion-Mode/01_overview.md,"Diffusion, latent representation, Generation"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0495,2022,SIGGRAPH,Instant Neural Graphics Primitives with a Multiresolution Hash Encoding,./2022/SIGGRAPH/2022_SIGGRAPH_Instant-Neural-Graphics-Primitives-with-a-Multiresolution/01_overview.md,"NeRF, 3D Vision, representation, efficiency"
REFERENCE,Curated reference,,pr-0530,2022,CVPR,Masked Autoencoders Are Scalable Vision Learners,./2022/CVPR/2022_CVPR_Masked-Autoencoders-Are-Scalable-Vision-Learners/01_overview.md,"Vision Foundation Model, self-supervised, representation"
REFERENCE,Curated reference,Planning and control,pr-0841,2022,arXiv,Masked Visual Pre-training for Motor Control,./2022/arXiv/2022_arXiv_Masked-Visual-Pre-training-for-Motor-Control/01_overview.md,"Robotics, representation learning, Visual Pretraining, Imitation Learning"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0510,2022,CVPR,Mip-NeRF 360: Unbounded Anti-Aliased Neural Radiance Fields,./2022/CVPR/2022_CVPR_Mip-NeRF-360-Unbounded-Anti-Aliased-Neural-Radiance-Fields/01_overview.md,"NeRF, 3D Vision, representation, geometry"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0513,2022,CVPR,MonoScene: Monocular 3D Semantic Scene Completion,./2022/CVPR/2022_CVPR_MonoScene-Monocular-3D-Semantic-Scene-Completion/01_overview.md,"3D Vision, semantic, occupancy, monocular geometry"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0299,2022,CVPR,Point-BERT: Pre-training 3D Point Cloud Transformers with Masked Point Modeling,./2022/CVPR/2022_CVPR_Point-BERT-Pre-training-3D-Point-Cloud-Transformers-with-M/01_overview.md,"point cloud, 3D Vision"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0300,2022,ECCV,Point-MAE: Masked Autoencoders for Point Cloud Self-supervised Learning,./2022/ECCV/2022_ECCV_Point-MAE-Masked-Autoencoders-for-Point-Cloud-Self-supervi/01_overview.md,"point cloud, 3D Vision"
REFERENCE,Curated reference,"Locomotion, whole-body, mobile manipulation, and humanoids",pr-0657,2022,RSS,Rapid Locomotion via Reinforcement Learning,./2022/RSS/2022_RSS_Rapid-Locomotion-via-Reinforcement-Learning/01_overview.md,"Robotics, quadruped locomotion, Reinforcement Learning, high-speed locomotion"
REFERENCE,Curated reference,"Manipulation, contact, tactile, and dexterity",pr-0850,2022,IEEE Robotics and Automation Letters,"TACTO: A Fast, Flexible, and Open-source Simulator for High-Resolution Vision-based Tactile Sensors",./2022/IEEE-Robotics-and-Automa/2022_IEEE-Robotics-and-Automa_TACTO-A-Fast-Flexible-and-Open-source-Simulator-for-High-R/01_overview.md,"Robotics, tactile sensing, simulation, contact"
REFERENCE,Curated reference,"World models, safety, uncertainty, and recovery",pr-0681,2022,ICLR,Temporal Difference Learning for Model Predictive Control,./2022/ICLR/2022_ICLR_Temporal-Difference-Learning-for-Model-Predictive-Control/01_overview.md,"Robotics, world model, model predictive control, Reinforcement Learning"
REFERENCE,Curated reference,,pr-0528,2022,NeurIPS,Training language models to follow instructions with human feedback,./2022/NeurIPS/2022_NeurIPS_Training-language-models-to-follow-instructions-with-human/01_overview.md,"LLM, instruction tuning, alignment"
REFERENCE,Curated reference,"Manipulation, contact, tactile, and dexterity",pr-0726,2023,RSS,AnyTeleop: A General Vision-Based Dexterous Robot Arm-Hand Teleoperation System,./2023/RSS/2023_RSS_AnyTeleop-A-General-Vision-Based-Dexterous-Robot-Arm-Hand/01_overview.md,"Robotics, teleoperation, cross-embodiment, dexterous manipulation, data collection"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0044,2023,ICRA,BEVFusion: Multi-Task Multi-Sensor Fusion with Unified Bird's-Eye View Representation,./2023/ICRA/2023_ICRA_BEVFusion-Multi-Task-Multi-Sensor-Fusion-with-Unified-Bird/01_overview.md,"sensor fusion, LiDAR, 3D perception"
REFERENCE,Curated reference,,pr-0487,2023,ICML,BLIP-2: Bootstrapping Language-Image Pre-training with Frozen Image Encoders and Large Language Models,./2023/ICML/2023_ICML_BLIP-2-Bootstrapping-Language-Image-Pre-training-with-Froz/01_overview.md,"Vision-Language Model, LLM, alignment"
REFERENCE,Curated reference,"Manipulation, contact, tactile, and dexterity",pr-0733,2023,CoRL,BridgeData V2: A Dataset for Robot Learning at Scale,./2023/CoRL/2023_CoRL_BridgeData-V2-A-Dataset-for-Robot-Learning-at-Scale/01_overview.md,"Robotics, Dataset, Imitation Learning, robot manipulation, data scaling, generalization"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0029,2023,RSS,CLIP-Fields: Weakly Supervised Semantic Fields for Robotic Memory,./2023/RSS/2023_RSS_CLIP-Fields-Weakly-Supervised-Semantic-Fields-for-Robotic/01_overview.md,"CLIP, Robotics, semantic, NeRF"
REFERENCE,Curated reference,VLA and generalist robot policies,pr-0039,2023,ICRA,Code as Policies: Language Model Programs for Embodied Control,./2023/ICRA/2023_ICRA_Code-as-Policies-Language-Model-Programs-for-Embodied-Cont/01_overview.md,"LLM, Planning, Robotics"
REFERENCE,Curated reference,"Locomotion, whole-body, mobile manipulation, and humanoids",pr-0660,2023,RSS,Demonstrating A Walk in the Park: Learning to Walk in 20 Minutes With Model-Free Reinforcement Learning,./2023/RSS/2023_RSS_Demonstrating-A-Walk-in-the-Park-Learning-to-Walk-in-20-Mi/01_overview.md,"Robotics, quadruped locomotion, real-world reinforcement learning, sample efficiency"
REFERENCE,Curated reference,,pr-0006,2023,TMLR,DINOv2: Learning Robust Visual Features without Supervision,./2023/TMLR/2023_TMLR_DINOv2-Learning-Robust-Visual-Features-without-Supervision/01_overview.md,"self-supervised, representation"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0485,2023,ICLR,DreamFusion: Text-to-3D using 2D Diffusion,./2023/ICLR/2023_ICLR_DreamFusion-Text-to-3D-using-2D-Diffusion/01_overview.md,"3D Vision, Diffusion, Generation, text-to-3D"
REFERENCE,Curated reference,"Locomotion, whole-body, mobile manipulation, and humanoids",pr-0659,2023,ICRA,DreamWaQ: Learning Robust Quadrupedal Locomotion with Implicit Terrain Imagination via Deep Reinforcement Learning,./2023/ICRA/2023_ICRA_DreamWaQ-Learning-Robust-Quadrupedal-Locomotion-with-Impli/01_overview.md,"Robotics, quadruped locomotion, Reinforcement Learning, terrain estimation"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0031,2023,ICCV,LERF: Language Embedded Radiance Fields,./2023/ICCV/2023_ICCV_LERF-Language-Embedded-Radiance-Fields/01_overview.md,"NeRF, Vision-Language, grounding"
REFERENCE,Curated reference,Planning and control,pr-0722,2023,arXiv,LLM+P: Empowering Large Language Models with Optimal Planning Proficiency,./2023/arXiv/2023_arXiv_LLM%2BP-Empowering-Large-Language-Models-with-Optimal-Planni/01_overview.md,"Robotics, LLM planning, classical planning, PDDL, plan verification"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0547,2023,NeurIPS,Occ3D: A Large-Scale 3D Occupancy Prediction Benchmark for Autonomous Driving,./2023/NeurIPS/2023_NeurIPS_Occ3D-A-Large-Scale-3D-Occupancy-Prediction-Benchmark-for/01_overview.md,"3D Vision, occupancy, sensor fusion, Benchmark"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0514,2023,ICCV,OccFormer: Dual-path Transformer for Vision-based 3D Semantic Occupancy Prediction,./2023/ICCV/2023_ICCV_OccFormer-Dual-path-Transformer-for-Vision-based-3D-Semant/01_overview.md,"3D Vision, semantic, occupancy, Transformer"
REFERENCE,Curated reference,"Locomotion, whole-body, mobile manipulation, and humanoids",pr-0669,2023,arXiv,On Bringing Robots Home,./2023/arXiv/2023_arXiv_On-Bringing-Robots-Home/01_overview.md,"Robotics, mobile manipulation, home robotics, whole-body autonomy"
REFERENCE,Curated reference,"RL, IL, offline learning, and robot data",pr-0862,2023,IEEE Robotics and Automation Letters,Orbit: A Unified Simulation Framework for Interactive Robot Learning Environments,./2023/IEEE-Robotics-and-Automa/2023_IEEE-Robotics-and-Automa_Orbit-A-Unified-Simulation-Framework-for-Interactive-Robot/01_overview.md,"Robotics, simulation, Robot Learning, Benchmark, NVIDIA"
REFERENCE,Curated reference,Planning and control,pr-0045,2023,CVPR,Planning-oriented Autonomous Driving,./2023/CVPR/2023_CVPR_Planning-oriented-Autonomous-Driving/01_overview.md,"Planning, sensor fusion, 3D perception"
REFERENCE,Curated reference,Planning and control,pr-0719,2023,ICRA,ProgPrompt: Generating Situated Robot Task Plans using Large Language Models,./2023/ICRA/2023_ICRA_ProgPrompt-Generating-Situated-Robot-Task-Plans-using-Larg/01_overview.md,"Robotics, LLM planning, program synthesis, situated planning, long-horizon tasks"
REFERENCE,Curated reference,VLA and generalist robot policies,pr-0723,2023,arXiv,RoboCat: A Self-Improving Generalist Agent for Robotic Manipulation,./2023/arXiv/2023_arXiv_RoboCat-A-Self-Improving-Generalist-Agent-for-Robotic-Mani/01_overview.md,"Robotics, generalist policy, cross-embodiment, self-improvement, robot manipulation"
REFERENCE,Curated reference,"World models, safety, uncertainty, and recovery",pr-0706,2023,CoRL,Robots That Ask For Help: Uncertainty Alignment for Large Language Model Planners,./2023/CoRL/2023_CoRL_Robots-That-Ask-For-Help-Uncertainty-Alignment-for-Large-L/01_overview.md,"Robotics, LLM planning, uncertainty, conformal prediction, human intervention"
REFERENCE,Curated reference,VLA and generalist robot policies,pr-0728,2023,arXiv,RT-Trajectory: Robotic Task Generalization via Hindsight Trajectory Sketches,./2023/arXiv/2023_arXiv_RT-Trajectory-Robotic-Task-Generalization-via-Hindsight-Tr/01_overview.md,"Robotics, VLA, trajectory representation, spatial reasoning, task generalization"
REFERENCE,Curated reference,,pr-0007,2023,ICCV,Segment Anything,./2023/ICCV/2023_ICCV_Segment-Anything/01_overview.md,"segmentation, foundation model, prompting"
REFERENCE,Curated reference,Planning and control,pr-0721,2023,ICRA,Text2Motion: From Natural Language Instructions to Feasible Plans,./2023/ICRA/2023_ICRA_Text2Motion-From-Natural-Language-Instructions-to-Feasible/01_overview.md,"Robotics, LLM planning, task and motion planning, feasibility, skill chaining"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0492,2023,CVPR,"ULIP: Learning a Unified Representation of Language, Images, and Point Clouds for 3D Understanding",./2023/CVPR/2023_CVPR_ULIP-Learning-a-Unified-Representation-of-Language-Images/01_overview.md,"3D Vision, Vision-Language Model, point cloud, alignment"
REFERENCE,Curated reference,,pr-0535,2023,NeurIPS,Visual Instruction Tuning,./2023/NeurIPS/2023_NeurIPS_Visual-Instruction-Tuning/01_overview.md,"Vision-Language Model, LLM, instruction tuning"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0304,2023,CVPR,VoxFormer: Sparse Voxel Transformer for Camera-based 3D Semantic Scene Completion,./2023/CVPR/2023_CVPR_VoxFormer-Sparse-Voxel-Transformer-for-Camera-based-3D-Sem/01_overview.md,"semantic, alignment, 3D Vision"
REFERENCE,Curated reference,Planning and control,pr-0050,2024,ICML,An Embodied Generalist Agent in 3D World,./2024/ICML/2024_ICML_An-Embodied-Generalist-Agent-in-3D-World/01_overview.md,"LLM, 3D Vision, Planning, Robotics"
REFERENCE,Curated reference,"RL, IL, offline learning, and robot data",pr-0573,2024,CoRL,Body Transformer: Leveraging Robot Embodiment for Policy Learning,./2024/CoRL/2024_CoRL_Body-Transformer-Leveraging-Robot-Embodiment-for-Policy-Le/01_overview.md,"Robotics, embodiment, graph neural network, policy learning"
REFERENCE,Curated reference,"Locomotion, whole-body, mobile manipulation, and humanoids",pr-0576,2024,CoRL,Bootstrapping Reinforcement Learning with Imitation for Vision-Based Agile Flight,./2024/CoRL/2024_CoRL_Bootstrapping-Reinforcement-Learning-with-Imitation-for-Vi/01_overview.md,"Robotics, aerial robotics, Reinforcement Learning, Imitation Learning"
REFERENCE,Curated reference,"World models, safety, uncertainty, and recovery",pr-0402,2024,ECCV,CG-SLAM: Efficient Dense RGB-D SLAM in a Consistent Uncertainty-aware 3D Gaussian Field,./2024/ECCV/2024_ECCV_CG-SLAM-Efficient-Dense-RGB-D-SLAM-in-a-Consistent-Uncerta/01_overview.md,"Gaussian Splatting, geometry, 3D Vision"
REFERENCE,Curated reference,"Manipulation, contact, tactile, and dexterity",pr-0572,2024,ICRA,Constrained Bimanual Planning with Analytic Inverse Kinematics,./2024/ICRA/2024_ICRA_Constrained-Bimanual-Planning-with-Analytic-Inverse-Kinema/01_overview.md,"Robotics, bimanual manipulation, motion planning, inverse kinematics"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0205,2024,ECCV,Dense Multimodal Alignment for Open-Vocabulary 3D Scene Understanding,./2024/ECCV/2024_ECCV_Dense-Multimodal-Alignment-for-Open-Vocabulary-3D-Scene-Un/01_overview.md,"3D Vision, semantic"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0307,2024,NeurIPS,Depth Anything V2,./2024/NeurIPS/2024_NeurIPS_Depth-Anything-V2/01_overview.md,"depth, 3D Vision"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0305,2024,CVPR,Depth Anything: Unleashing the Power of Large-Scale Unlabeled Data,./2024/CVPR/2024_CVPR_Depth-Anything-Unleashing-the-Power-of-Large-Scale-Unlabel/01_overview.md,"depth, 3D Vision"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0759,2024,CVPR,EmbodiedScan: A Holistic Multi-Modal 3D Perception Suite Towards Embodied AI,./2024/CVPR/2024_CVPR_EmbodiedScan-A-Holistic-Multi-Modal-3D-Perception-Suite-To/01_overview.md,"3D Vision, Embodied AI, Dataset"
REFERENCE,Curated reference,"Locomotion, whole-body, mobile manipulation, and humanoids",pr-0600,2024,RSS,Expressive Whole-Body Control for Humanoid Robots,./2024/RSS/2024_RSS_Expressive-Whole-Body-Control-for-Humanoid-Robots/01_overview.md,"Robotics, humanoid, whole-body control, motion imitation, sim-to-real"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0264,2024,RA-L,FM-Fusion: Instance-aware Semantic Mapping Boosted by Vision-Language Foundation Models,./2024/RA-L/2024_RA-L_FM-Fusion-Instance-aware-Semantic-Mapping-Boosted-by-Visio/01_overview.md,"Vision-Language Model, semantic"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0215,2024,ECCV,GaussianFormer: Scene as Gaussians for Vision-Based 3D Semantic Occupancy Prediction,./2024/ECCV/2024_ECCV_GaussianFormer-Scene-as-Gaussians-for-Vision-Based-3D-Sema/01_overview.md,"3D Vision, Gaussian Splatting, semantic"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0404,2024,ECCV,GaussReg: Fast 3D Registration with Gaussian Splatting,./2024/ECCV/2024_ECCV_GaussReg-Fast-3D-Registration-with-Gaussian-Splatting/01_overview.md,"Gaussian Splatting, geometry, 3D Vision"
REFERENCE,Curated reference,VLA and generalist robot policies,pr-0763,2024,CVPR,Generate Subgoal Images before Act: Unlocking the Chain-of-Thought Reasoning in Diffusion Model for Robot Manipulation with Multimodal Prompts,./2024/CVPR/2024_CVPR_Generate-Subgoal-Images-before-Act-Unlocking-the-Chain-of/01_overview.md,"Diffusion, VLA, Planning"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0401,2024,ECCV,GeoCalib: Learning Single-image Calibration with Geometric Optimization,./2024/ECCV/2024_ECCV_GeoCalib-Learning-Single-image-Calibration-with-Geometric/01_overview.md,"geometry, 3D Vision"
REFERENCE,Curated reference,,pr-0532,2024,ECCV,Grounding DINO: Marrying DINO with Grounded Pre-Training for Open-Set Object Detection,./2024/ECCV/2024_ECCV_Grounding-DINO-Marrying-DINO-with-Grounded-Pre-Training-fo/01_overview.md,"Vision Foundation Model, grounding, open-vocabulary"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0047,2024,ECCV,Grounding Image Matching in 3D with MASt3R,./2024/ECCV/2024_ECCV_Grounding-Image-Matching-in-3D-with-MASt3R/01_overview.md,"3D geometry, matching, calibration"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0769,2024,CVPR,GS-SLAM: Dense Visual SLAM with 3D Gaussian Splatting,./2024/CVPR/2024_CVPR_GS-SLAM-Dense-Visual-SLAM-with-3D-Gaussian-Splatting/01_overview.md,"SLAM, Gaussian Splatting, geometry"
REFERENCE,Curated reference,"Locomotion, whole-body, mobile manipulation, and humanoids",pr-0949,2024,ICLR,"Habitat 3.0: A Co-Habitat for Humans, Avatars, and Robots",./2024/ICLR/2024_ICLR_Habitat-3.0-A-Co-Habitat-for-Humans-Avatars-and-Robots/01_overview.md,"Robotics, simulation, human-robot interaction, social navigation, humanoid, mobile manipulation"
REFERENCE,Curated reference,"Manipulation, contact, tactile, and dexterity",pr-0571,2024,ICRA,Hearing Touch: Audio-Visual Pretraining for Contact-Rich Manipulation,./2024/ICRA/2024_ICRA_Hearing-Touch-Audio-Visual-Pretraining-for-Contact-Rich-Ma/01_overview.md,"Robotics, tactile sensing, audio-visual pretraining, contact-rich manipulation"
REFERENCE,Curated reference,"Manipulation, contact, tactile, and dexterity",pr-0762,2024,CVPR,Hierarchical Diffusion Policy for Kinematics-Aware Multi-Task Robotic Manipulation,./2024/CVPR/2024_CVPR_Hierarchical-Diffusion-Policy-for-Kinematics-Aware-Multi-T/01_overview.md,"Diffusion, Robotics, Imitation Learning"
REFERENCE,Curated reference,"Locomotion, whole-body, mobile manipulation, and humanoids",pr-0575,2024,CoRL,Learning to Walk from Three Minutes of Real-World Data with Semi-structured Dynamics Models,./2024/CoRL/2024_CoRL_Learning-to-Walk-from-Three-Minutes-of-Real-World-Data-wit/01_overview.md,"Robotics, locomotion, model-based reinforcement learning, real-world learning"
REFERENCE,Curated reference,"Locomotion, whole-body, mobile manipulation, and humanoids",pr-0570,2024,ICRA,Learning Vision-Based Bipedal Locomotion for Challenging Terrain,./2024/ICRA/2024_ICRA_Learning-Vision-Based-Bipedal-Locomotion-for-Challenging-T/01_overview.md,"Robotics, bipedal locomotion, sim-to-real, Reinforcement Learning"
REFERENCE,Curated reference,VLA and generalist robot policies,pr-0764,2024,CVPR,ManipLLM: Embodied Multimodal Large Language Model for Object-Centric Robotic Manipulation,./2024/CVPR/2024_CVPR_ManipLLM-Embodied-Multimodal-Large-Language-Model-for-Obje/01_overview.md,"LLM, Robotics, Vision-Language"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0306,2024,CVPR,Marigold: Repurposing Diffusion-Based Image Generators for Monocular Depth Estimation,./2024/CVPR/2024_CVPR_Marigold-Repurposing-Diffusion-Based-Image-Generators-for/01_overview.md,"Diffusion, Generation, depth, 3D Vision"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0209,2024,ECCV,NavGPT-2: Unleashing Navigational Reasoning Capability for Large Vision-Language Models,./2024/ECCV/2024_ECCV_NavGPT-2-Unleashing-Navigational-Reasoning-Capability-for/01_overview.md,"Vision-Language Model, Navigation"
REFERENCE,Curated reference,"RL, IL, offline learning, and robot data",pr-0638,2024,RSS,Offline Imitation Learning Through Graph Search and Retrieval,./2024/RSS/2024_RSS_Offline-Imitation-Learning-Through-Graph-Search-and-Retrie/01_overview.md,"Robotics, Imitation Learning, offline learning, graph search, retrieval"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0757,2024,CVPR,Open3DSG: Open-Vocabulary 3D Scene Graphs from Point Clouds with Queryable Objects and Open-Set Relationships,./2024/CVPR/2024_CVPR_Open3DSG-Open-Vocabulary-3D-Scene-Graphs-from-Point-Clouds/01_overview.md,"3D Scene Graph, open-vocabulary, Graph Reasoning"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0212,2024,ECCV,OpenIns3D: Snap and Lookup for 3D Open-vocabulary Instance Segmentation,./2024/ECCV/2024_ECCV_OpenIns3D-Snap-and-Lookup-for-3D-Open-vocabulary-Instance/01_overview.md,"3D Vision, semantic"
REFERENCE,Curated reference,VLA and generalist robot policies,pr-0199,2024,ECCV,QUAR-VLA: Vision-Language-Action Model for Quadruped Robots,./2024/ECCV/2024_ECCV_QUAR-VLA-Vision-Language-Action-Model-for-Quadruped-Robots/01_overview.md,"VLA, Vision-Language Model, Robotics"
REFERENCE,Curated reference,"Locomotion, whole-body, mobile manipulation, and humanoids",pr-0569,2024,ICRA,Resilient Legged Local Navigation: Learning to Traverse with Compromised Perception End-to-End,./2024/ICRA/2024_ICRA_Resilient-Legged-Local-Navigation-Learning-to-Traverse-wit/01_overview.md,"Robotics, legged locomotion, Navigation, robust perception"
REFERENCE,Curated reference,"Manipulation, contact, tactile, and dexterity",pr-0734,2024,ICRA,RH20T: A Comprehensive Robotic Dataset for Learning Diverse Skills in One-Shot,./2024/ICRA/2024_ICRA_RH20T-A-Comprehensive-Robotic-Dataset-for-Learning-Diverse/01_overview.md,"Robotics, Dataset, multimodal sensing, robot manipulation, one-shot learning, cross-embodiment"
REFERENCE,Curated reference,VLA and generalist robot policies,pr-0731,2024,RSS,RoboCasa: Large-Scale Simulation of Everyday Tasks for Generalist Robots,./2024/RSS/2024_RSS_RoboCasa-Large-Scale-Simulation-of-Everyday-Tasks-for-Gene/01_overview.md,"Robotics, Benchmark, simulation, household manipulation, long-horizon tasks, generalist policy"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0266,2024,RA-L,S3E: A Multi-Robot Multimodal Dataset for Collaborative SLAM,./2024/RA-L/2024_RA-L_S3E-A-Multi-Robot-Multimodal-Dataset-for-Collaborative-SLA/01_overview.md,Robotics
REFERENCE,Curated reference,VLA and generalist robot policies,pr-0567,2024,ICRA,SARA-RT: Scaling up Robotics Transformers with Self-Adaptive Robust Attention,./2024/ICRA/2024_ICRA_SARA-RT-Scaling-up-Robotics-Transformers-with-Self-Adaptiv/01_overview.md,"Robotics, robot policy, efficient attention, manipulation"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0313,2024,CVPR,Scaling Diffusion Models to Real-World 3D LiDAR Scene Completion,./2024/CVPR/2024_CVPR_Scaling-Diffusion-Models-to-Real-World-3D-LiDAR-Scene-Comp/01_overview.md,"sensor fusion, LiDAR, Diffusion, Generation, 3D Vision"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0048,2024,CVPR,SpatialVLM: Endowing Vision-Language Models with Spatial Reasoning Capabilities,./2024/CVPR/2024_CVPR_SpatialVLM-Endowing-Vision-Language-Models-with-Spatial-Re/01_overview.md,"Vision-Language Model, spatial reasoning, Robotics"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0214,2024,ECCV,TCLC-GS: Tightly Coupled LiDAR-Camera Gaussian Splatting for Autonomous Driving,./2024/ECCV/2024_ECCV_TCLC-GS-Tightly-Coupled-LiDAR-Camera-Gaussian-Splatting-fo/01_overview.md,Gaussian Splatting
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0771,2024,CVPR,Towards CLIP-driven Language-free 3D Visual Grounding via 2D-3D Relational Enhancement and Consistency,./2024/CVPR/2024_CVPR_Towards-CLIP-driven-Language-free-3D-Visual-Grounding-via/01_overview.md,"3D visual grounding, CLIP, consistency"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0308,2024,CVPR,UniDepth: Universal Monocular Metric Depth Estimation,./2024/CVPR/2024_CVPR_UniDepth-Universal-Monocular-Metric-Depth-Estimation/01_overview.md,"depth, 3D Vision"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0053,2024,CoRL,VLM-Grounder: A VLM Agent for Zero-Shot 3D Visual Grounding,./2024/CoRL/2024_CoRL_VLM-Grounder-A-VLM-Agent-for-Zero-Shot-3D-Visual-Grounding/01_overview.md,"3D visual grounding, VLM, zero-shot"
REFERENCE,Curated reference,VLA and generalist robot policies,pr-0130,2025,NeurIPS,3D Equivariant Visuomotor Policy Learning via Spherical Projection,./2025/NeurIPS/2025_NeurIPS_3D-Equivariant-Visuomotor-Policy-Learning-via-Spherical-Pr/01_overview.md,"Robotics, 3D Vision, equivariant"
REFERENCE,Curated reference,Robotics-enabling 3D perception,pr-0785,2025,ICCV,3D Gaussian Map with Open-Set Semantic Grouping for Vision-Language Navigation,./2025/ICCV/2025_ICCV_3D-Gaussian-Map-with-Open-Set-Semantic-Grouping-for-Vision/01_overview.md,"Gaussian Splatting, Vision-Language Navigation, semantic"
REFERENCE,Curated reference,VLA and generalist robot policies,pr-0079,2025,ICLR,3D-AffordanceLLM: Harnessing Large Language Models for Open-Vocabulary Affordance Detection in 3D Worlds,./2025/ICLR/2025_ICLR_3D-AffordanceLLM-Harnessing-Large-Language-Models-for-Open/01_overview.md,"Robotics, 3D Vision, Reinforcement Learning, semantic"
