paper_id,title,year,venue,publication_kind,publication_status,category,primary_track,tier,sequence,roles,facets,evidence_level,reading_status,curation_status,identifier_status,primary_source_scope,primary_source,code_status,data_status,resource_ids,admission_reason,tier_reason,outgoing_relations,incoming_relation_count,overview_path
pr-0200,SceneVerse: Scaling 3D Vision-Language Learning for Grounded Scene Understanding,2024,ECCV,conference,peer_reviewed,3D Vision-Language Understanding,Robotics-enabling 3D perception,ARCHIVE,,method,"{""learning"":[],""interaction"":[],""modality"":[""language"",""rgb""],""control_level"":[],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,N/A,recorded,source_only,paper_specific,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/1407_ECCV_2024_paper.php,not_identified,not_recorded,metric:map,"SceneVerse: Scaling 3D Vision-Language Learning for Grounded Scene Understanding is retained as ARCHIVE because its an algorithmic or policy mechanism around Vision-Language Model, 3D Vision preserves historical or adjacent context for Robotics-enabling 3D perception; it is outside the current robotics-first intensive scope.",Historical or adjacent material retained for search; outside the current intensive scope.,[],0,./2024/ECCV/2024_ECCV_SceneVerse-Scaling-3D-Vision-Language-Learning-for-Grounde/01_overview.md
pr-0874,SERL: A Software Suite for Sample-Efficient Robotic Reinforcement Learning,2024,ICRA,conference,peer_reviewed,Robot Learning and Data,"RL, IL, offline learning, and robot data",NEXT,,benchmark_or_dataset,"{""learning"":[""imitation_learning"",""reinforcement_learning""],""interaction"":[""contact_rich""],""modality"":[""force_torque""],""control_level"":[""policy""],""setting"":[""real_robot""],""embodiment"":[]}",FULL_TEXT_CHECKED,UNREAD,recorded,identified,paper_specific,https://ieeexplore.ieee.org/document/10610040/,released,not_recorded,code:e35067f67639,"ICRA 2024 reusable real-world RL stack that connects offline demonstrations, reward/reset infrastructure, and online policy improvement; it is a prerequisite for HIL-SERL and intervention-based fine-tuning.","Specialized or frontier extension selected after CORE for the RL, IL, offline learning, and robot data branch.",[],0,./2024/ICRA/2024_ICRA_SERL-A-Software-Suite-for-Sample-Efficient-Robotic-Reinfor/01_overview.md
pr-0408,SG-NeRF: Neural Surface Reconstruction with Scene Graph Optimization,2024,ECCV,conference,peer_reviewed,Neural Scene Representations,Robotics-enabling 3D perception,ARCHIVE,,method,"{""learning"":[""optimization_or_planning""],""interaction"":[],""modality"":[""point_cloud"",""rgb""],""control_level"":[],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,N/A,recorded,source_only,paper_specific,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/8870_ECCV_2024_paper.php,not_identified,not_recorded,benchmark:dtu;metric:map,"SG-NeRF: Neural Surface Reconstruction with Scene Graph Optimization is retained as ARCHIVE because its an algorithmic or policy mechanism around NeRF, 3D reconstruction, 3D Vision preserves historical or adjacent context for Robotics-enabling 3D perception; it is outside the current robotics-first intensive scope.",Historical or adjacent material retained for search; outside the current intensive scope.,[],0,./2024/ECCV/2024_ECCV_SG-NeRF-Neural-Surface-Reconstruction-with-Scene-Graph-Opt/01_overview.md
pr-0316,SG-PGM: Partial Graph Matching Network with Semantic Geometric Fusion for 3D Scene Graph Alignment and Its Downstream Tasks,2024,CVPR,conference,peer_reviewed,Autonomous 3D Perception and Sensor Fusion,Robotics-enabling 3D perception,ARCHIVE,,method,"{""learning"":[],""interaction"":[],""modality"":[""lidar"",""rgb""],""control_level"":[""state_estimation""],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,N/A,recorded,source_only,paper_specific,https://openaccess.thecvf.com/content/CVPR2024/html/Xie_SG-PGM_Partial_Graph_Matching_Network_with_Semantic_Geometric_Fusion_for_CVPR_2024_paper.html,not_identified,not_recorded,metric:map,"SG-PGM: Partial Graph Matching Network with Semantic Geometric Fusion for 3D Scene Graph Alignment and Its Downstream Tasks is retained as ARCHIVE because its an algorithmic or policy mechanism around sensor fusion, LiDAR, semantic preserves historical or adjacent context for Robotics-enabling 3D perception; it is outside the current robotics-first intensive scope.",Historical or adjacent material retained for search; outside the current intensive scope.,[],0,./2024/CVPR/2024_CVPR_SG-PGM-Partial-Graph-Matching-Network-with-Semantic-Geomet/01_overview.md
pr-0213,SGS-SLAM: Semantic Gaussian Splatting For Neural Dense SLAM,2024,ECCV,conference,peer_reviewed,Language-Grounded 3D Scene Representations,Robotics-enabling 3D perception,ARCHIVE,,method,"{""learning"":[],""interaction"":[""navigation""],""modality"":[""language"",""point_cloud""],""control_level"":[""state_estimation""],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,N/A,recorded,source_only,paper_specific,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/4516_ECCV_2024_paper.php,not_identified,not_recorded,benchmark:replica;benchmark:scannet;metric:map,"SGS-SLAM: Semantic Gaussian Splatting For Neural Dense SLAM is retained as ARCHIVE because its an algorithmic or policy mechanism around Gaussian Splatting, semantic preserves historical or adjacent context for Robotics-enabling 3D perception; it is outside the current robotics-first intensive scope.",Historical or adjacent material retained for search; outside the current intensive scope.,[],0,./2024/ECCV/2024_ECCV_SGS-SLAM-Semantic-Gaussian-Splatting-For-Neural-Dense-SLAM/01_overview.md
pr-0710,Sparsh: Self-supervised touch representations for vision-based tactile sensing,2024,CoRL,conference,peer_reviewed,"Manipulation, Contact, and Dexterity","Manipulation, contact, tactile, and dexterity",NEXT,,foundation,"{""learning"":[""self_supervised""],""interaction"":[""contact_rich"",""grasping""],""modality"":[""rgb"",""tactile""],""control_level"":[],""setting"":[],""embodiment"":[""arm""]}",FULL_TEXT_CHECKED,UNREAD,recorded,identified,paper_specific,https://arxiv.org/abs/2410.24090,project_only,not_recorded,code:a62fd404858f,"Sparsh: Self-supervised touch representations for vision-based tactile sensing is a NEXT comparison paper because it extends a reusable formulation or system primitive around Robotics, tactile sensing, self-supervised learning in Manipulation, contact, tactile, and dexterity, exposing a specialized frontier after the shared CORE spine.","Specialized or frontier extension selected after CORE for the Manipulation, contact, tactile, and dexterity branch.",[],0,./2024/CoRL/2024_CoRL_Sparsh-Self-supervised-touch-representations-for-vision-ba/01_overview.md
pr-0048,SpatialVLM: Endowing Vision-Language Models with Spatial Reasoning Capabilities,2024,CVPR,conference,peer_reviewed,3D Vision-Language Understanding,Robotics-enabling 3D perception,REFERENCE,,method,"{""learning"":[],""interaction"":[],""modality"":[""language"",""rgb""],""control_level"":[],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,N/A,recorded,identified,paper_specific,https://arxiv.org/abs/2401.12168,project_only,not_recorded,code:42c4da6f8cb0;metric:map,"SpatialVLM: Endowing Vision-Language Models with Spatial Reasoning Capabilities is retained as REFERENCE because it provides an algorithmic or policy mechanism around Vision-Language Model, spatial reasoning, Robotics for targeted comparison in Robotics-enabling 3D perception; it is not required for the current intensive reading spine.","Important on-demand reference, but not required in the current intensive sequence.",[],0,./2024/CVPR/2024_CVPR_SpatialVLM-Endowing-Vision-Language-Models-with-Spatial-Re/01_overview.md
pr-0578,"SPIN: Simultaneous Perception, Interaction and Navigation",2024,CVPR,conference,peer_reviewed,"Locomotion, Whole-Body, and Mobile Manipulation","Locomotion, whole-body, mobile manipulation, and humanoids",NEXT,,method,"{""learning"":[],""interaction"":[""grasping"",""locomotion"",""navigation"",""whole_body""],""modality"":[],""control_level"":[""feedback_control"",""state_estimation"",""whole_body""],""setting"":[],""embodiment"":[""arm"",""mobile""]}",FULL_TEXT_CHECKED,UNREAD,recorded,source_only,paper_specific,https://openaccess.thecvf.com/content/CVPR2024/html/Uppal_SPIN_Simultaneous_Perception_Interaction_and_Navigation_CVPR_2024_paper.html,project_only,not_recorded,code:4b673d910c56;metric:success-rate,"SPIN: Simultaneous Perception, Interaction and Navigation is a NEXT comparison paper because it extends an algorithmic or policy mechanism around Robotics, mobile manipulation, active perception in Locomotion, whole-body, mobile manipulation, and humanoids, exposing a specialized frontier after the shared CORE spine.","Specialized or frontier extension selected after CORE for the Locomotion, whole-body, mobile manipulation, and humanoids branch.",[],0,./2024/CVPR/2024_CVPR_SPIN-Simultaneous-Perception-Interaction-and-Navigation/01_overview.md
pr-0311,SplaTAM: Splat Track & Map 3D Gaussians for Dense RGB-D SLAM,2024,CVPR,conference,peer_reviewed,Neural Scene Representations,Robotics-enabling 3D perception,ARCHIVE,,method,"{""learning"":[],""interaction"":[""navigation""],""modality"":[""depth"",""point_cloud"",""rgb""],""control_level"":[""state_estimation""],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,N/A,recorded,source_only,paper_specific,https://openaccess.thecvf.com/content/CVPR2024/html/Keetha_SplaTAM_Splat_Track__Map_3D_Gaussians_for_Dense_RGB-D_CVPR_2024_paper.html,not_identified,not_recorded,metric:map,"SplaTAM: Splat Track & Map 3D Gaussians for Dense RGB-D SLAM is retained as ARCHIVE because its an algorithmic or policy mechanism around Gaussian Splatting, geometry, 3D Vision preserves historical or adjacent context for Robotics-enabling 3D perception; it is outside the current robotics-first intensive scope.",Historical or adjacent material retained for search; outside the current intensive scope.,[],0,./2024/CVPR/2024_CVPR_SplaTAM-Splat-Track-and-Map-3D-Gaussians-for-Dense-RGB-D-S/01_overview.md
pr-0760,SUGAR: Pre-training 3D Visual Representations for Robotics,2024,CVPR,conference,peer_reviewed,VLA and Generalist Robot Policies,Robotics-enabling 3D perception,NEXT,,method,"{""learning"":[""vla""],""interaction"":[],""modality"":[""language""],""control_level"":[""policy""],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,UNREAD,recorded,source_only,paper_specific,https://openaccess.thecvf.com/content/CVPR2024/html/Chen_SUGAR_Pre-training_3D_Visual_Representations_for_Robotics_CVPR_2024_paper.html,not_identified,not_recorded,metric:map,"SUGAR: Pre-training 3D Visual Representations for Robotics is a NEXT comparison paper because it extends an algorithmic or policy mechanism around 3D representation, Robotics, pretraining in Robotics-enabling 3D perception, exposing a specialized frontier after the shared CORE spine.",Specialized or frontier extension selected after CORE for the Robotics-enabling 3D perception branch.,[],0,./2024/CVPR/2024_CVPR_SUGAR-Pre-training-3D-Visual-Representations-for-Robotics/01_overview.md
pr-0310,SuGaR: Surface-Aligned Gaussian Splatting for Efficient 3D Mesh Reconstruction and High-Quality Mesh Rendering,2024,CVPR,conference,peer_reviewed,Neural Scene Representations,Robotics-enabling 3D perception,ARCHIVE,,method,"{""learning"":[],""interaction"":[],""modality"":[""point_cloud"",""rgb""],""control_level"":[],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,N/A,recorded,source_only,paper_specific,https://openaccess.thecvf.com/content/CVPR2024/html/Guedon_SuGaR_Surface-Aligned_Gaussian_Splatting_for_Efficient_3D_Mesh_Reconstruction_and_CVPR_2024_paper.html,not_identified,not_recorded,metric:map,"SuGaR: Surface-Aligned Gaussian Splatting for Efficient 3D Mesh Reconstruction and High-Quality Mesh Rendering is retained as ARCHIVE because its an algorithmic or policy mechanism around Gaussian Splatting, 3D reconstruction, 3D Vision preserves historical or adjacent context for Robotics-enabling 3D perception; it is outside the current robotics-first intensive scope.",Historical or adjacent material retained for search; outside the current intensive scope.,[],0,./2024/CVPR/2024_CVPR_SuGaR-Surface-Aligned-Gaussian-Splatting-for-Efficient-3D/01_overview.md
pr-0406,Surface Reconstruction for 3D Gaussian Splatting via Local Structural Hints,2024,ECCV,conference,peer_reviewed,Neural Scene Representations,Robotics-enabling 3D perception,ARCHIVE,,method,"{""learning"":[],""interaction"":[],""modality"":[""point_cloud"",""rgb""],""control_level"":[],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,N/A,recorded,source_only,paper_specific,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/274_ECCV_2024_paper.php,not_identified,not_recorded,benchmark:scannet;metric:chamfer;metric:f-score;metric:map,"Surface Reconstruction for 3D Gaussian Splatting via Local Structural Hints is retained as ARCHIVE because its an algorithmic or policy mechanism around Gaussian Splatting, 3D reconstruction, 3D Vision preserves historical or adjacent context for Robotics-enabling 3D perception; it is outside the current robotics-first intensive scope.",Historical or adjacent material retained for search; outside the current intensive scope.,[],0,./2024/ECCV/2024_ECCV_Surface-Reconstruction-for-3D-Gaussian-Splatting-via-Local/01_overview.md
pr-0648,Tactile-Driven Non-Prehensile Object Manipulation via Extrinsic Contact Mode Control,2024,RSS,conference,peer_reviewed,"Manipulation, Contact, and Dexterity","Manipulation, contact, tactile, and dexterity",CORE,,method,"{""learning"":[],""interaction"":[""contact_rich"",""grasping""],""modality"":[""tactile""],""control_level"":[""feedback_control""],""setting"":[],""embodiment"":[""arm""]}",FULL_TEXT_CHECKED,UNREAD,recorded,source_only,paper_specific,https://www.roboticsproceedings.org/rss20/p135.html,project_only,not_recorded,code:0d91131d3014,"Tactile-Driven Non-Prehensile Object Manipulation via Extrinsic Contact Mode Control is a CORE prerequisite because it establishes an algorithmic or policy mechanism around Robotics, contact-rich manipulation, tactile sensing, providing a reference point for Manipulation, contact, tactile, and dexterity comparisons in the observation-to-action loop.","Common foundation and prerequisite for the Manipulation, contact, tactile, and dexterity spine.",[],0,./2024/RSS/2024_RSS_Tactile-Driven-Non-Prehensile-Object-Manipulation-via-Extr/01_overview.md
pr-0214,TCLC-GS: Tightly Coupled LiDAR-Camera Gaussian Splatting for Autonomous Driving,2024,ECCV,conference,peer_reviewed,Language-Grounded 3D Scene Representations,Robotics-enabling 3D perception,REFERENCE,,method,"{""learning"":[],""interaction"":[],""modality"":[""language"",""lidar"",""point_cloud"",""rgb""],""control_level"":[],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,N/A,recorded,source_only,paper_specific,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/7983_ECCV_2024_paper.php,not_identified,not_recorded,benchmark:waymo;metric:map,TCLC-GS: Tightly Coupled LiDAR-Camera Gaussian Splatting for Autonomous Driving is retained as REFERENCE because it provides an algorithmic or policy mechanism around Gaussian Splatting for targeted comparison in Robotics-enabling 3D perception; it is not required for the current intensive reading spine.,"Important on-demand reference, but not required in the current intensive sequence.",[],0,./2024/ECCV/2024_ECCV_TCLC-GS-Tightly-Coupled-LiDAR-Camera-Gaussian-Splatting-fo/01_overview.md
pr-0684,"TD-MPC2: Scalable, Robust World Models for Continuous Control",2024,ICLR,conference,peer_reviewed,"World Models, Safety, and Recovery","World models, safety, uncertainty, and recovery",CORE,,method,"{""learning"":[""optimization_or_planning"",""world_model""],""interaction"":[],""modality"":[],""control_level"":[""feedback_control"",""safety_or_recovery""],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,UNREAD,recorded,identified,paper_specific,https://arxiv.org/abs/2310.16828,project_only,not_recorded,code:679a06a8622a,"TD-MPC2: Scalable, Robust World Models for Continuous Control is a CORE prerequisite because it establishes an algorithmic or policy mechanism around Robotics, world model, continuous control, providing a reference point for World models, safety, uncertainty, and recovery comparisons in the observation-to-action loop.","Common foundation and prerequisite for the World models, safety, uncertainty, and recovery spine.",[],0,./2024/ICLR/2024_ICLR_TD-MPC2-Scalable-Robust-World-Models-for-Continuous-Contro/01_overview.md
pr-0326,TIGER: Time-Varying Denoising Model for 3D Point Cloud Generation with Diffusion Process,2024,CVPR,conference,peer_reviewed,3D Generative Modeling,Robotics-enabling 3D perception,ARCHIVE,,method,"{""learning"":[""diffusion""],""interaction"":[],""modality"":[""point_cloud"",""rgb""],""control_level"":[],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,N/A,recorded,source_only,paper_specific,https://openaccess.thecvf.com/content/CVPR2024/html/Ren_TIGER_Time-Varying_Denoising_Model_for_3D_Point_Cloud_Generation_with_CVPR_2024_paper.html,not_identified,not_recorded,,"TIGER: Time-Varying Denoising Model for 3D Point Cloud Generation with Diffusion Process is retained as ARCHIVE because its an algorithmic or policy mechanism around Diffusion, Generation, point cloud preserves historical or adjacent context for Robotics-enabling 3D perception; it is outside the current robotics-first intensive scope.",Historical or adjacent material retained for search; outside the current intensive scope.,[],0,./2024/CVPR/2024_CVPR_TIGER-Time-Varying-Denoising-Model-for-3D-Point-Cloud-Gene/01_overview.md
pr-0320,Total-Decom: Decomposed 3D Scene Reconstruction with Minimal Interaction,2024,CVPR,conference,peer_reviewed,"3D Geometry, Reconstruction, and SLAM",Robotics-enabling 3D perception,ARCHIVE,,method,"{""learning"":[],""interaction"":[""navigation""],""modality"":[""point_cloud"",""rgb""],""control_level"":[""state_estimation""],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,N/A,recorded,source_only,paper_specific,https://openaccess.thecvf.com/content/CVPR2024/html/Lyu_Total-Decom_Decomposed_3D_Scene_Reconstruction_with_Minimal_Interaction_CVPR_2024_paper.html,not_identified,not_recorded,benchmark:replica;benchmark:scannet;metric:map,"Total-Decom: Decomposed 3D Scene Reconstruction with Minimal Interaction is retained as ARCHIVE because its an algorithmic or policy mechanism around 3D reconstruction, geometry, 3D Vision preserves historical or adjacent context for Robotics-enabling 3D perception; it is outside the current robotics-first intensive scope.",Historical or adjacent material retained for search; outside the current intensive scope.,[],0,./2024/CVPR/2024_CVPR_Total-Decom-Decomposed-3D-Scene-Reconstruction-with-Minima/01_overview.md
pr-0771,Towards CLIP-driven Language-free 3D Visual Grounding via 2D-3D Relational Enhancement and Consistency,2024,CVPR,conference,peer_reviewed,3D Vision-Language Understanding,Robotics-enabling 3D perception,REFERENCE,,method,"{""learning"":[],""interaction"":[],""modality"":[""language"",""rgb""],""control_level"":[],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,N/A,recorded,source_only,paper_specific,https://openaccess.thecvf.com/content/CVPR2024/html/Zhang_Towards_CLIP-driven_Language-free_3D_Visual_Grounding_via_2D-3D_Relational_Enhancement_CVPR_2024_paper.html,not_identified,not_recorded,benchmark:nr3d;benchmark:scanrefer;benchmark:sr3d;metric:map,"Towards CLIP-driven Language-free 3D Visual Grounding via 2D-3D Relational Enhancement and Consistency is retained as REFERENCE because it provides an algorithmic or policy mechanism around 3D visual grounding, CLIP, consistency for targeted comparison in Robotics-enabling 3D perception; it is not required for the current intensive reading spine.","Important on-demand reference, but not required in the current intensive sequence.",[],0,./2024/CVPR/2024_CVPR_Towards-CLIP-driven-Language-free-3D-Visual-Grounding-via/01_overview.md
pr-0650,Towards Tight Convex Relaxations for Contact-Rich Manipulation,2024,RSS,conference,peer_reviewed,"Manipulation, Contact, and Dexterity","Manipulation, contact, tactile, and dexterity",NEXT,,method,"{""learning"":[""optimization_or_planning""],""interaction"":[""contact_rich"",""grasping""],""modality"":[],""control_level"":[""motion_planning""],""setting"":[],""embodiment"":[""arm""]}",FULL_TEXT_CHECKED,UNREAD,recorded,source_only,paper_specific,https://www.roboticsproceedings.org/rss20/p132.html,project_only,not_recorded,code:4bf27cf9aa15,"Towards Tight Convex Relaxations for Contact-Rich Manipulation is a NEXT comparison paper because it extends an algorithmic or policy mechanism around Robotics, contact-rich manipulation, convex relaxation in Manipulation, contact, tactile, and dexterity, exposing a specialized frontier after the shared CORE spine.","Specialized or frontier extension selected after CORE for the Manipulation, contact, tactile, and dexterity branch.",[],0,./2024/RSS/2024_RSS_Towards-Tight-Convex-Relaxations-for-Contact-Rich-Manipula/01_overview.md
pr-0319,Triplane Meets Gaussian Splatting: Fast and Generalizable Single-View 3D Reconstruction with Transformers,2024,CVPR,conference,peer_reviewed,Neural Scene Representations,Robotics-enabling 3D perception,ARCHIVE,,method,"{""learning"":[],""interaction"":[],""modality"":[""point_cloud"",""rgb""],""control_level"":[],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,N/A,recorded,source_only,paper_specific,https://openaccess.thecvf.com/content/CVPR2024/html/Zou_Triplane_Meets_Gaussian_Splatting_Fast_and_Generalizable_Single-View_3D_Reconstruction_CVPR_2024_paper.html,not_identified,not_recorded,metric:map,"Triplane Meets Gaussian Splatting: Fast and Generalizable Single-View 3D Reconstruction with Transformers is retained as ARCHIVE because its an algorithmic or policy mechanism around Gaussian Splatting, 3D reconstruction, 3D Vision preserves historical or adjacent context for Robotics-enabling 3D perception; it is outside the current robotics-first intensive scope.",Historical or adjacent material retained for search; outside the current intensive scope.,[],0,./2024/CVPR/2024_CVPR_Triplane-Meets-Gaussian-Splatting-Fast-and-Generalizable-S/01_overview.md
pr-0201,Uni3DL: A Unified Model for 3D Vision-Language Understanding,2024,ECCV,conference,peer_reviewed,3D Vision-Language Understanding,Robotics-enabling 3D perception,ARCHIVE,,method,"{""learning"":[],""interaction"":[],""modality"":[""language"",""rgb""],""control_level"":[],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,N/A,recorded,source_only,paper_specific,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/3330_ECCV_2024_paper.php,not_identified,not_recorded,benchmark:scannet;metric:map,"Uni3DL: A Unified Model for 3D Vision-Language Understanding is retained as ARCHIVE because its an algorithmic or policy mechanism around Vision-Language Model, 3D Vision preserves historical or adjacent context for Robotics-enabling 3D perception; it is outside the current robotics-first intensive scope.",Historical or adjacent material retained for search; outside the current intensive scope.,[],0,./2024/ECCV/2024_ECCV_Uni3DL-A-Unified-Model-for-3D-Vision-Language-Understandin/01_overview.md
pr-0308,UniDepth: Universal Monocular Metric Depth Estimation,2024,CVPR,conference,peer_reviewed,"3D Geometry, Reconstruction, and SLAM",Robotics-enabling 3D perception,REFERENCE,,method,"{""learning"":[],""interaction"":[""navigation""],""modality"":[""depth"",""point_cloud"",""rgb""],""control_level"":[""state_estimation""],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,N/A,recorded,identified,paper_specific,https://arxiv.org/abs/2403.18913,not_identified,not_recorded,metric:map,"UniDepth: Universal Monocular Metric Depth Estimation is retained as REFERENCE because it provides an algorithmic or policy mechanism around depth, 3D Vision for targeted comparison in Robotics-enabling 3D perception; it is not required for the current intensive reading spine.","Important on-demand reference, but not required in the current intensive sequence.",[],0,./2024/CVPR/2024_CVPR_UniDepth-Universal-Monocular-Metric-Depth-Estimation/01_overview.md
pr-0202,Unifying 3D Vision-Language Understanding via Promptable Queries,2024,ECCV,conference,peer_reviewed,3D Vision-Language Understanding,Robotics-enabling 3D perception,ARCHIVE,,method,"{""learning"":[],""interaction"":[],""modality"":[""language"",""rgb""],""control_level"":[],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,N/A,recorded,source_only,paper_specific,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/6043_ECCV_2024_paper.php,not_identified,not_recorded,metric:map,"Unifying 3D Vision-Language Understanding via Promptable Queries is retained as ARCHIVE because its an algorithmic or policy mechanism around Vision-Language Model, 3D Vision preserves historical or adjacent context for Robotics-enabling 3D perception; it is outside the current robotics-first intensive scope.",Historical or adjacent material retained for search; outside the current intensive scope.,[],0,./2024/ECCV/2024_ECCV_Unifying-3D-Vision-Language-Understanding-via-Promptable-Q/01_overview.md
pr-0873,Universal Manipulation Interface: In-The-Wild Robot Teaching Without In-The-Wild Robots,2024,RSS,conference,peer_reviewed,Robot Learning and Data,"RL, IL, offline learning, and robot data",NEXT,,method,"{""learning"":[""imitation_learning""],""interaction"":[""grasping""],""modality"":[""video""],""control_level"":[""policy""],""setting"":[],""embodiment"":[""arm"",""bimanual""]}",FULL_TEXT_CHECKED,UNREAD,recorded,identified,paper_specific,https://www.roboticsproceedings.org/rss20/p045.html,project_only,not_recorded,benchmark:open-x-embodiment;code:74e8412da702,RSS 2024 system-level bridge from low-cost human data collection to hardware-agnostic deployable manipulation policies; it anchors the action-interface and cross-embodiment branch after Open X-Embodiment.,"Specialized or frontier extension selected after CORE for the RL, IL, offline learning, and robot data branch.",[],0,./2024/RSS/2024_RSS_Universal-Manipulation-Interface-In-The-Wild-Robot-Teachin/01_overview.md
pr-0936,Unleashing Large-Scale Video Generative Pre-training for Visual Robot Manipulation,2024,ICLR,conference,peer_reviewed,VLA and Generalist Robot Policies,VLA and generalist robot policies,NEXT,,method,"{""learning"":[""vla"",""world_model""],""interaction"":[""grasping""],""modality"":[""language"",""video""],""control_level"":[""policy""],""setting"":[],""embodiment"":[""arm""]}",FULL_TEXT_CHECKED,UNREAD,recorded,identified,paper_specific,https://proceedings.iclr.cc/paper_files/paper/2024/hash/2c37c5bcef24b9541550261dcd63261b-Abstract-Conference.html,project_only,not_recorded,code:0c0a55f2a645,video generative pretraining이 language·image·state에서 action과 future image를 함께 예측하는 VLA precursor를 제공한다.,Specialized or frontier extension selected after CORE for the VLA and generalist robot policies branch.,[],0,./2024/ICLR/2024_ICLR_Unleashing-Large-Scale-Video-Generative-Pre-training-for-V/01_overview.md
pr-0935,Vision-Language Foundation Models as Effective Robot Imitators,2024,ICLR,conference,peer_reviewed,VLA and Generalist Robot Policies,VLA and generalist robot policies,NEXT,,method,"{""learning"":[""imitation_learning"",""vla""],""interaction"":[""grasping""],""modality"":[""language"",""rgb""],""control_level"":[""policy""],""setting"":[],""embodiment"":[""arm""]}",FULL_TEXT_CHECKED,UNREAD,recorded,identified,paper_specific,https://proceedings.iclr.cc/paper_files/paper/2024/hash/71639c317fb0bf398835627b4418693e-Abstract-Conference.html,released,not_recorded,code:a35f23635db9,open VLM에 explicit temporal policy head를 붙여 VLM-to-robot imitation의 저비용·재현 가능한 baseline을 만든다.,Specialized or frontier extension selected after CORE for the VLA and generalist robot policies branch.,[],0,./2024/ICLR/2024_ICLR_Vision-Language-Foundation-Models-as-Effective-Robot-Imita/01_overview.md
pr-0540,VLFM: Vision-Language Frontier Maps for Zero-Shot Semantic Navigation,2024,ICRA,conference,peer_reviewed,Embodied Navigation and Mapping,Robotics-enabling 3D perception,NEXT,,method,"{""learning"":[],""interaction"":[""navigation""],""modality"":[""language"",""rgb""],""control_level"":[""state_estimation""],""setting"":[],""embodiment"":[""mobile""]}",FULL_TEXT_CHECKED,UNREAD,recorded,identified,paper_specific,https://arxiv.org/abs/2312.03275,released,not_recorded,code:948280a8a991;metric:map;metric:spl,"VLFM: Vision-Language Frontier Maps for Zero-Shot Semantic Navigation is a NEXT comparison paper because it extends an algorithmic or policy mechanism around Vision-Language Navigation, Robotics, Navigation in Robotics-enabling 3D perception, exposing a specialized frontier after the shared CORE spine.",Specialized or frontier extension selected after CORE for the Robotics-enabling 3D perception branch.,[],0,./2024/ICRA/2024_ICRA_VLFM-Vision-Language-Frontier-Maps-for-Zero-Shot-Semantic/01_overview.md
pr-0053,VLM-Grounder: A VLM Agent for Zero-Shot 3D Visual Grounding,2024,CoRL,conference,peer_reviewed,3D Vision-Language Understanding,Robotics-enabling 3D perception,REFERENCE,,method,"{""learning"":[],""interaction"":[],""modality"":[""language"",""rgb""],""control_level"":[],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,N/A,recorded,source_only,paper_specific,https://proceedings.mlr.press/v270/xu25c.html,released,not_recorded,benchmark:scannet;benchmark:scanrefer;code:cd421e213e73;metric:map,"VLM-Grounder: A VLM Agent for Zero-Shot 3D Visual Grounding is retained as REFERENCE because it provides an algorithmic or policy mechanism around 3D visual grounding, VLM, zero-shot for targeted comparison in Robotics-enabling 3D perception; it is not required for the current intensive reading spine.","Important on-demand reference, but not required in the current intensive sequence.",[],0,./2024/CoRL/2024_CoRL_VLM-Grounder-A-VLM-Agent-for-Zero-Shot-3D-Visual-Grounding/01_overview.md
